"coord_ref_sys_code","coord_ref_sys_name","coord_sys_code","base_crs_code","projection_conv_code"
21231,"GSK-2011 / GSK 3GK zone 31",4530,7683,16931
21232,"GSK-2011 / GSK 3GK zone 32",4530,7683,16932
21233,"GSK-2011 / GSK 3GK zone 33",4530,7683,16933
21234,"GSK-2011 / GSK 3GK zone 34",4530,7683,16934
21235,"GSK-2011 / GSK 3GK zone 35",4530,7683,16935
21236,"GSK-2011 / GSK 3GK zone 36",4530,7683,16936
21237,"GSK-2011 / GSK 3GK zone 37",4530,7683,16937
21238,"GSK-2011 / GSK 3GK zone 38",4530,7683,16938
21239,"GSK-2011 / GSK 3GK zone 39",4530,7683,16939
21240,"GSK-2011 / GSK 3GK zone 40",4530,7683,16940
21241,"GSK-2011 / GSK 3GK zone 41",4530,7683,16941
21242,"GSK-2011 / GSK 3GK zone 42",4530,7683,16942
21243,"GSK-2011 / GSK 3GK zone 43",4530,7683,16943
21244,"GSK-2011 / GSK 3GK zone 44",4530,7683,16944
21245,"GSK-2011 / GSK 3GK zone 45",4530,7683,16945
21246,"GSK-2011 / GSK 3GK zone 46",4530,7683,16946
21247,"GSK-2011 / GSK 3GK zone 47",4530,7683,16947
21248,"GSK-2011 / GSK 3GK zone 48",4530,7683,16948
21249,"GSK-2011 / GSK 3GK zone 49",4530,7683,16949
21250,"GSK-2011 / GSK 3GK zone 50",4530,7683,16950
21251,"GSK-2011 / GSK 3GK zone 51",4530,7683,16951
21252,"GSK-2011 / GSK 3GK zone 52",4530,7683,16952
21253,"GSK-2011 / GSK 3GK zone 53",4530,7683,16953
21254,"GSK-2011 / GSK 3GK zone 54",4530,7683,16954
21255,"GSK-2011 / GSK 3GK zone 55",4530,7683,16955
21256,"GSK-2011 / GSK 3GK zone 56",4530,7683,16956
21257,"GSK-2011 / GSK 3GK zone 57",4530,7683,16957
21258,"GSK-2011 / GSK 3GK zone 58",4530,7683,16958
21259,"GSK-2011 / GSK 3GK zone 59",4530,7683,16959
21260,"GSK-2011 / GSK 3GK zone 60",4530,7683,16960
21261,"GSK-2011 / GSK 3GK zone 61",4530,7683,16961
21262,"GSK-2011 / GSK 3GK zone 62",4530,7683,16962
21263,"GSK-2011 / GSK 3GK zone 63",4530,7683,16963
21264,"GSK-2011 / GSK 3GK zone 64",4530,7683,16964
21291,"Barbados 1938 / British West Indies Grid",4400,4212,19942
21292,"Barbados 1938 / Barbados National Grid",4400,4212,19943
21307,"GSK-2011 / GSK 3GK CM 21E",4530,7683,17107
21308,"GSK-2011 / GSK 3GK CM 24E",4530,7683,17108
21309,"GSK-2011 / GSK 3GK CM 27E",4530,7683,17109
21310,"GSK-2011 / GSK 3GK CM 30E",4530,7683,17110
21311,"GSK-2011 / GSK 3GK CM 33E",4530,7683,17111
21312,"GSK-2011 / GSK 3GK CM 36E",4530,7683,17112
21313,"GSK-2011 / GSK 3GK CM 39E",4530,7683,17113
21314,"GSK-2011 / GSK 3GK CM 42E",4530,7683,17114
21315,"GSK-2011 / GSK 3GK CM 45E",4530,7683,17115
21316,"GSK-2011 / GSK 3GK CM 48E",4530,7683,17116
21317,"GSK-2011 / GSK 3GK CM 51E",4530,7683,17117
21318,"GSK-2011 / GSK 3GK CM 54E",4530,7683,17118
21319,"GSK-2011 / GSK 3GK CM 57E",4530,7683,17119
21320,"GSK-2011 / GSK 3GK CM 60E",4530,7683,17120
21321,"GSK-2011 / GSK 3GK CM 63E",4530,7683,17121
21322,"GSK-2011 / GSK 3GK CM 66E",4530,7683,17122
21323,"GSK-2011 / GSK 3GK CM 69E",4530,7683,17123
21324,"GSK-2011 / GSK 3GK CM 72E",4530,7683,17124
21325,"GSK-2011 / GSK 3GK CM 75E",4530,7683,17125
21326,"GSK-2011 / GSK 3GK CM 78E",4530,7683,17126
21327,"GSK-2011 / GSK 3GK CM 81E",4530,7683,17127
21328,"GSK-2011 / GSK 3GK CM 84E",4530,7683,17128
21329,"GSK-2011 / GSK 3GK CM 87E",4530,7683,17129
21330,"GSK-2011 / GSK 3GK CM 90E",4530,7683,17130
21331,"GSK-2011 / GSK 3GK CM 93E",4530,7683,17131
21332,"GSK-2011 / GSK 3GK CM 96E",4530,7683,17132
21333,"GSK-2011 / GSK 3GK CM 99E",4530,7683,17133
21334,"GSK-2011 / GSK 3GK CM 102E",4530,7683,17134
21335,"GSK-2011 / GSK 3GK CM 105E",4530,7683,17135
21336,"GSK-2011 / GSK 3GK CM 108E",4530,7683,17136
21337,"GSK-2011 / GSK 3GK CM 111E",4530,7683,17137
21338,"GSK-2011 / GSK 3GK CM 114E",4530,7683,17138
21339,"GSK-2011 / GSK 3GK CM 117E",4530,7683,17139
21340,"GSK-2011 / GSK 3GK CM 120E",4530,7683,17140
21341,"GSK-2011 / GSK 3GK CM 123E",4530,7683,17141
21342,"GSK-2011 / GSK 3GK CM 126E",4530,7683,17142
21343,"GSK-2011 / GSK 3GK CM 129E",4530,7683,17143
21344,"GSK-2011 / GSK 3GK CM 132E",4530,7683,17144
21345,"GSK-2011 / GSK 3GK CM 135E",4530,7683,17145
21346,"GSK-2011 / GSK 3GK CM 138E",4530,7683,17146
21347,"GSK-2011 / GSK 3GK CM 141E",4530,7683,17147
21348,"GSK-2011 / GSK 3GK CM 144E",4530,7683,17148
21349,"GSK-2011 / GSK 3GK CM 147E",4530,7683,17149
21350,"GSK-2011 / GSK 3GK CM 150E",4530,7683,17150
21351,"GSK-2011 / GSK 3GK CM 153E",4530,7683,17151
21352,"GSK-2011 / GSK 3GK CM 156E",4530,7683,17152
21353,"GSK-2011 / GSK 3GK CM 159E",4530,7683,17153
21354,"GSK-2011 / GSK 3GK CM 162E",4530,7683,17154
21355,"GSK-2011 / GSK 3GK CM 165E",4530,7683,17155
21356,"GSK-2011 / GSK 3GK CM 168E",4530,7683,17156
21357,"GSK-2011 / GSK 3GK CM 171E",4530,7683,17157
21358,"GSK-2011 / GSK 3GK CM 174E",4530,7683,17158
21359,"GSK-2011 / GSK 3GK CM 177E",4530,7683,17159
21360,"GSK-2011 / GSK 3GK CM 180E",4530,7683,17160
21361,"GSK-2011 / GSK 3GK CM 177W",4530,7683,17161
21362,"GSK-2011 / GSK 3GK CM 174W",4530,7683,17162
21363,"GSK-2011 / GSK 3GK CM 171W",4530,7683,17163
21364,"GSK-2011 / GSK 3GK CM 168W",4530,7683,17164
21413,"Beijing 1954 / Gauss-Kruger zone 13",4530,4214,16213
21414,"Beijing 1954 / Gauss-Kruger zone 14",4530,4214,16214
21415,"Beijing 1954 / Gauss-Kruger zone 15",4530,4214,16215
21416,"Beijing 1954 / Gauss-Kruger zone 16",4530,4214,16216
21417,"Beijing 1954 / Gauss-Kruger zone 17",4530,4214,16217
21418,"Beijing 1954 / Gauss-Kruger zone 18",4530,4214,16218
21419,"Beijing 1954 / Gauss-Kruger zone 19",4530,4214,16219
21420,"Beijing 1954 / Gauss-Kruger zone 20",4530,4214,16220
21421,"Beijing 1954 / Gauss-Kruger zone 21",4530,4214,16221
21422,"Beijing 1954 / Gauss-Kruger zone 22",4530,4214,16222
21423,"Beijing 1954 / Gauss-Kruger zone 23",4530,4214,16223
21453,"Beijing 1954 / Gauss-Kruger CM 75E",4530,4214,16313
21454,"Beijing 1954 / Gauss-Kruger CM 81E",4530,4214,16314
21455,"Beijing 1954 / Gauss-Kruger CM 87E",4530,4214,16315
21456,"Beijing 1954 / Gauss-Kruger CM 93E",4530,4214,16316
21457,"Beijing 1954 / Gauss-Kruger CM 99E",4530,4214,16317
21458,"Beijing 1954 / Gauss-Kruger CM 105E",4530,4214,16318
21459,"Beijing 1954 / Gauss-Kruger CM 111E",4530,4214,16319
21460,"Beijing 1954 / Gauss-Kruger CM 117E",4530,4214,16320
21461,"Beijing 1954 / Gauss-Kruger CM 123E",4530,4214,16321
21462,"Beijing 1954 / Gauss-Kruger CM 129E",4530,4214,16322
21463,"Beijing 1954 / Gauss-Kruger CM 135E",4530,4214,16323
21500,"BD50 (Brussels) / Belge Lambert 50",4499,4809,19901
21780,"CH1903 (Bern) / LV03C",4498,4801,19923
21781,"CH1903 / LV03",4498,4149,19922
21782,"CH1903 / LV03C-G",4498,4149,19841
21818,"Bogota 1975 / UTM zone 18N",4400,4218,16018
21896,"Bogota 1975 / Colombia West zone",4530,4218,18051
21897,"Bogota 1975 / Colombia Bogota zone",4530,4218,18052
21898,"Bogota 1975 / Colombia East Central zone",4530,4218,18053
21899,"Bogota 1975 / Colombia East zone",4530,4218,18054
22032,"Camacupa 1948 / UTM zone 32S",4400,4220,16132
22033,"Camacupa 1948 / UTM zone 33S",4400,4220,16133
22091,"Camacupa 1948 / TM 11.30 SE",4400,4220,16611
22092,"Camacupa 1948 / TM 12 SE",4400,4220,16612
22171,"POSGAR 98 / Argentina 1",4530,4190,18031
22172,"POSGAR 98 / Argentina 2",4530,4190,18032
22173,"POSGAR 98 / Argentina 3",4530,4190,18033
22174,"POSGAR 98 / Argentina 4",4530,4190,18034
22175,"POSGAR 98 / Argentina 5",4530,4190,18035
22176,"POSGAR 98 / Argentina 6",4530,4190,18036
22177,"POSGAR 98 / Argentina 7",4530,4190,18037
22181,"POSGAR 94 / Argentina 1",4530,4694,18031
22182,"POSGAR 94 / Argentina 2",4530,4694,18032
22183,"POSGAR 94 / Argentina 3",4530,4694,18033
22184,"POSGAR 94 / Argentina 4",4530,4694,18034
22185,"POSGAR 94 / Argentina 5",4530,4694,18035
22186,"POSGAR 94 / Argentina 6",4530,4694,18036
22187,"POSGAR 94 / Argentina 7",4530,4694,18037
22191,"Campo Inchauspe / Argentina 1",4530,4221,18031
22192,"Campo Inchauspe / Argentina 2",4530,4221,18032
22193,"Campo Inchauspe / Argentina 3",4530,4221,18033
22194,"Campo Inchauspe / Argentina 4",4530,4221,18034
22195,"Campo Inchauspe / Argentina 5",4530,4221,18035
22196,"Campo Inchauspe / Argentina 6",4530,4221,18036
22197,"Campo Inchauspe / Argentina 7",4530,4221,18037
22207,"NAD83(CSRS)v2 / UTM zone 7N",4400,8237,16007
22208,"NAD83(CSRS)v2 / UTM zone 8N",4400,8237,16008
22209,"NAD83(CSRS)v2 / UTM zone 9N",4400,8237,16009
22210,"NAD83(CSRS)v2 / UTM zone 10N",4400,8237,16010
22211,"NAD83(CSRS)v2 / UTM zone 11N",4400,8237,16011
22212,"NAD83(CSRS)v2 / UTM zone 12N",4400,8237,16012
22213,"NAD83(CSRS)v2 / UTM zone 13N",4400,8237,16013
22214,"NAD83(CSRS)v2 / UTM zone 14N",4400,8237,16014
22215,"NAD83(CSRS)v2 / UTM zone 15N",4400,8237,16015
22216,"NAD83(CSRS)v2 / UTM zone 16N",4400,8237,16016
22217,"NAD83(CSRS)v2 / UTM zone 17N",4400,8237,16017
22218,"NAD83(CSRS)v2 / UTM zone 18N",4400,8237,16018
22219,"NAD83(CSRS)v2 / UTM zone 19N",4400,8237,16019
22220,"NAD83(CSRS)v2 / UTM zone 20N",4400,8237,16020
22221,"NAD83(CSRS)v2 / UTM zone 21N",4400,8237,16021
22222,"NAD83(CSRS)v2 / UTM zone 22N",4400,8237,16022
22229,"RGSH2020 / UTM zone 29N",4400,10299,16029
22230,"RGSH2020 / UTM zone 30N",4400,10299,16030
22231,"RGSH2020 / UTM zone 31N",4400,10299,16031
22232,"RGSH2020 / UTM zone 32N",4400,10299,16032
22234,"Cape / UTM zone 34S",4400,4222,16134
22235,"Cape / UTM zone 35S",4400,4222,16135
22239,"NAD83(CSRS)v2 / PEI Stereographic",4496,8237,19960
22240,"NAD83(CSRS)v2 / NB Stereographic",4500,8237,19946
22243,"NAD83(CSRS)v2 / SCoPQ zone 3",4499,8237,17703
22244,"NAD83(CSRS)v2 / SCoPQ zone 4",4499,8237,17704
22245,"NAD83(CSRS)v2 / SCoPQ zone 5",4499,8237,17705
22246,"NAD83(CSRS)v2 / SCoPQ zone 6",4499,8237,17706
22247,"NAD83(CSRS)v2 / SCoPQ zone 7",4499,8237,17707
22248,"NAD83(CSRS)v2 / SCoPQ zone 8",4499,8237,17708
22249,"NAD83(CSRS)v2 / SCoPQ zone 9",4499,8237,17709
22250,"NAD83(CSRS)v2 / SCoPQ zone 10",4499,8237,17710
22262,"NAD83(CSRS)v2 / Alberta 3TM ref merid 111 W",4400,8237,17722
22263,"NAD83(CSRS)v2 / Alberta 3TM ref merid 114 W",4400,8237,17723
22264,"NAD83(CSRS)v2 / Alberta 3TM ref merid 117 W",4400,8237,17724
22265,"NAD83(CSRS)v2 / Alberta 3TM ref merid 120 W",4400,8237,17726
22275,"Cape / Lo15",6503,4222,17515
22277,"Cape / Lo17",6503,4222,17517
22279,"Cape / Lo19",6503,4222,17519
22281,"Cape / Lo21",6503,4222,17521
22283,"Cape / Lo23",6503,4222,17523
22285,"Cape / Lo25",6503,4222,17525
22287,"Cape / Lo27",6503,4222,17527
22289,"Cape / Lo29",6503,4222,17529
22291,"Cape / Lo31",6503,4222,17531
22293,"Cape / Lo33",6503,4222,17533
22300,"Carthage (Paris) / Tunisia Mining Grid",4406,4816,19937
22307,"NAD83(CSRS)v3 / UTM zone 7N",4400,8240,16007
22308,"NAD83(CSRS)v3 / UTM zone 8N",4400,8240,16008
22309,"NAD83(CSRS)v3 / UTM zone 9N",4400,8240,16009
22310,"NAD83(CSRS)v3 / UTM zone 10N",4400,8240,16010
22311,"NAD83(CSRS)v3 / UTM zone 11N",4400,8240,16011
22312,"NAD83(CSRS)v3 / UTM zone 12N",4400,8240,16012
22313,"NAD83(CSRS)v3 / UTM zone 13N",4400,8240,16013
22314,"NAD83(CSRS)v3 / UTM zone 14N",4400,8240,16014
22315,"NAD83(CSRS)v3 / UTM zone 15N",4400,8240,16015
22316,"NAD83(CSRS)v3 / UTM zone 16N",4400,8240,16016
22317,"NAD83(CSRS)v3 / UTM zone 17N",4400,8240,16017
22318,"NAD83(CSRS)v3 / UTM zone 18N",4400,8240,16018
22319,"NAD83(CSRS)v3 / UTM zone 19N",4400,8240,16019
22320,"NAD83(CSRS)v3 / UTM zone 20N",4400,8240,16020
22321,"NAD83(CSRS)v3 / UTM zone 21N",4400,8240,16021
22322,"NAD83(CSRS)v3 / UTM zone 22N",4400,8240,16022
22332,"Carthage / UTM zone 32N",4400,4223,16032
22337,"NAD83(CSRS)v3 / MTM NS 1997 zone 5",4400,8240,9982
22338,"NAD83(CSRS)v3 / MTM NS 1997 zone 4",4400,8240,9981
22348,"NAD83(CSRS)v3 / MTM zone 8",4496,8240,17708
22349,"NAD83(CSRS)v3 / MTM zone 9",4496,8240,17709
22350,"NAD83(CSRS)v3 / MTM zone 10",4496,8240,17710
22351,"NAD83(CSRS)v3 / MTM zone 11",4400,8240,17711
22352,"NAD83(CSRS)v3 / MTM zone 12",4400,8240,17712
22353,"NAD83(CSRS)v3 / MTM zone 13",4400,8240,17713
22354,"NAD83(CSRS)v3 / MTM zone 14",4400,8240,17714
22355,"NAD83(CSRS)v3 / MTM zone 15",4400,8240,17715
22356,"NAD83(CSRS)v3 / MTM zone 16",4400,8240,17716
22357,"NAD83(CSRS)v3 / MTM zone 17",4400,8240,17717
22391,"Carthage / Nord Tunisie",4499,4223,18181
22392,"Carthage / Sud Tunisie",4499,4223,18182
22407,"NAD83(CSRS)v4 / UTM zone 7N",4400,8246,16007
22408,"NAD83(CSRS)v4 / UTM zone 8N",4400,8246,16008
22409,"NAD83(CSRS)v4 / UTM zone 9N",4400,8246,16009
22410,"NAD83(CSRS)v4 / UTM zone 10N",4400,8246,16010
22411,"NAD83(CSRS)v4 / UTM zone 11N",4400,8246,16011
22412,"NAD83(CSRS)v4 / UTM zone 12N",4400,8246,16012
22413,"NAD83(CSRS)v4 / UTM zone 13N",4400,8246,16013
22414,"NAD83(CSRS)v4 / UTM zone 14N",4400,8246,16014
22415,"NAD83(CSRS)v4 / UTM zone 15N",4400,8246,16015
22416,"NAD83(CSRS)v4 / UTM zone 16N",4400,8246,16016
22417,"NAD83(CSRS)v4 / UTM zone 17N",4400,8246,16017
22418,"NAD83(CSRS)v4 / UTM zone 18N",4400,8246,16018
22419,"NAD83(CSRS)v4 / UTM zone 19N",4400,8246,16019
22420,"NAD83(CSRS)v4 / UTM zone 20N",4400,8246,16020
22421,"NAD83(CSRS)v4 / UTM zone 21N",4400,8246,16021
22422,"NAD83(CSRS)v4 / UTM zone 22N",4400,8246,16022
22462,"NAD83(CSRS)v4 / Alberta 3TM ref merid 111 W",4400,8246,17722
22463,"NAD83(CSRS)v4 / Alberta 3TM ref merid 114 W",4400,8246,17723
22464,"NAD83(CSRS)v4 / Alberta 3TM ref merid 117 W",4400,8246,17724
22465,"NAD83(CSRS)v4 / Alberta 3TM ref merid 120 W",4400,8246,17726
22521,"Corrego Alegre 1970-72 / UTM zone 21S",4400,4225,16121
22522,"Corrego Alegre 1970-72 / UTM zone 22S",4400,4225,16122
22523,"Corrego Alegre 1970-72 / UTM zone 23S",4400,4225,16123
22524,"Corrego Alegre 1970-72 / UTM zone 24S",4400,4225,16124
22525,"Corrego Alegre 1970-72 / UTM zone 25S",4400,4225,16125
22607,"NAD83(CSRS)v6 / UTM zone 7N",4400,8252,16007
22608,"NAD83(CSRS)v6 / UTM zone 8N",4400,8252,16008
22609,"NAD83(CSRS)v6 / UTM zone 9N",4400,8252,16009
22610,"NAD83(CSRS)v6 / UTM zone 10N",4400,8252,16010
22611,"NAD83(CSRS)v6 / UTM zone 11N",4400,8252,16011
22612,"NAD83(CSRS)v6 / UTM zone 12N",4400,8252,16012
22613,"NAD83(CSRS)v6 / UTM zone 13N",4400,8252,16013
22614,"NAD83(CSRS)v6 / UTM zone 14N",4400,8252,16014
22615,"NAD83(CSRS)v6 / UTM zone 15N",4400,8252,16015
22616,"NAD83(CSRS)v6 / UTM zone 16N",4400,8252,16016
22617,"NAD83(CSRS)v6 / UTM zone 17N",4400,8252,16017
22618,"NAD83(CSRS)v6 / UTM zone 18N",4400,8252,16018
22619,"NAD83(CSRS)v6 / UTM zone 19N",4400,8252,16019
22620,"NAD83(CSRS)v6 / UTM zone 20N",4400,8252,16020
22621,"NAD83(CSRS)v6 / UTM zone 21N",4400,8252,16021
22622,"NAD83(CSRS)v6 / UTM zone 22N",4400,8252,16022
22639,"NAD83(CSRS)v6 / PEI Stereographic",4496,8252,19960
22641,"NAD83(CSRS)v6 / MTM zone 1",4496,8252,17701
22642,"NAD83(CSRS)v6 / MTM zone 2",4496,8252,17702
22643,"NAD83(CSRS)v6 / MTM zone 3",4496,8252,17703
22644,"NAD83(CSRS)v6 / MTM zone 4",4496,8252,17704
22645,"NAD83(CSRS)v6 / MTM zone 5",4496,8252,17705
22646,"NAD83(CSRS)v6 / MTM zone 6",4496,8252,17706
22648,"NAD83(CSRS)v6 / MTM zone 8",4496,8252,17708
22649,"NAD83(CSRS)v6 / MTM zone 9",4496,8252,17709
22650,"NAD83(CSRS)v6 / MTM zone 10",4496,8252,17710
22651,"NAD83(CSRS)v6 / MTM zone 11",4400,8252,17711
22652,"NAD83(CSRS)v6 / MTM zone 12",4400,8252,17712
22653,"NAD83(CSRS)v6 / MTM zone 13",4400,8252,17713
22654,"NAD83(CSRS)v6 / MTM zone 14",4400,8252,17714
22655,"NAD83(CSRS)v6 / MTM zone 15",4400,8252,17715
22656,"NAD83(CSRS)v6 / MTM zone 16",4400,8252,17716
22657,"NAD83(CSRS)v6 / MTM zone 17",4400,8252,17717
22700,"Deir ez Zor / Levant Zone",4499,4227,19940
22707,"NAD83(CSRS)v7 / UTM zone 7N",4400,8255,16007
22708,"NAD83(CSRS)v7 / UTM zone 8N",4400,8255,16008
22709,"NAD83(CSRS)v7 / UTM zone 9N",4400,8255,16009
22710,"NAD83(CSRS)v7 / UTM zone 10N",4400,8255,16010
22711,"NAD83(CSRS)v7 / UTM zone 11N",4400,8255,16011
22712,"NAD83(CSRS)v7 / UTM zone 12N",4400,8255,16012
22713,"NAD83(CSRS)v7 / UTM zone 13N",4400,8255,16013
22714,"NAD83(CSRS)v7 / UTM zone 14N",4400,8255,16014
22715,"NAD83(CSRS)v7 / UTM zone 15N",4400,8255,16015
22716,"NAD83(CSRS)v7 / UTM zone 16N",4400,8255,16016
22717,"NAD83(CSRS)v7 / UTM zone 17N",4400,8255,16017
22718,"NAD83(CSRS)v7 / UTM zone 18N",4400,8255,16018
22719,"NAD83(CSRS)v7 / UTM zone 19N",4400,8255,16019
22720,"NAD83(CSRS)v7 / UTM zone 20N",4400,8255,16020
22721,"NAD83(CSRS)v7 / UTM zone 21N",4400,8255,16021
22722,"NAD83(CSRS)v7 / UTM zone 22N",4400,8255,16022
22739,"NAD83(CSRS)v7 / PEI Stereographic",4496,8255,19960
22762,"NAD83(CSRS)v7 / Alberta 3TM ref merid 111 W",4400,8255,17722
22763,"NAD83(CSRS)v7 / Alberta 3TM ref merid 114 W",4400,8255,17723
22764,"NAD83(CSRS)v7 / Alberta 3TM ref merid 117 W",4400,8255,17724
22765,"NAD83(CSRS)v7 / Alberta 3TM ref merid 120 W",4400,8255,17726
22770,"Deir ez Zor / Syria Lambert",4499,4227,19948
22780,"Deir ez Zor / Levant Stereographic",4499,4227,19949
22807,"NAD83(CSRS)v8 / UTM zone 7N",4400,10414,16007
22808,"NAD83(CSRS)v8 / UTM zone 8N",4400,10414,16008
22809,"NAD83(CSRS)v8 / UTM zone 9N",4400,10414,16009
22810,"NAD83(CSRS)v8 / UTM zone 10N",4400,10414,16010
22811,"NAD83(CSRS)v8 / UTM zone 11N",4400,10414,16011
22812,"NAD83(CSRS)v8 / UTM zone 12N",4400,10414,16012
22813,"NAD83(CSRS)v8 / UTM zone 13N",4400,10414,16013
22814,"NAD83(CSRS)v8 / UTM zone 14N",4400,10414,16014
22815,"NAD83(CSRS)v8 / UTM zone 15N",4400,10414,16015
22816,"NAD83(CSRS)v8 / UTM zone 16N",4400,10414,16016
22817,"NAD83(CSRS)v8 / UTM zone 17N",4400,10414,16017
22818,"NAD83(CSRS)v8 / UTM zone 18N",4400,10414,16018
22819,"NAD83(CSRS)v8 / UTM zone 19N",4400,10414,16019
22820,"NAD83(CSRS)v8 / UTM zone 20N",4400,10414,16020
22821,"NAD83(CSRS)v8 / UTM zone 21N",4400,10414,16021
22822,"NAD83(CSRS)v8 / UTM zone 22N",4400,10414,16022
22991,"Egypt 1907 / Blue Belt",4400,4229,18071
22992,"Egypt 1907 / Red Belt",4400,4229,18072
22993,"Egypt 1907 / Purple Belt",4400,4229,18073
22994,"Egypt 1907 / Extended Purple Belt",4400,4229,18074
23028,"ED50 / UTM zone 28N",4400,4230,16028
23029,"ED50 / UTM zone 29N",4400,4230,16029
23030,"ED50 / UTM zone 30N",4400,4230,16030
23031,"ED50 / UTM zone 31N",4400,4230,16031
23032,"ED50 / UTM zone 32N",4400,4230,16032
23033,"ED50 / UTM zone 33N",4400,4230,16033
23034,"ED50 / UTM zone 34N",4400,4230,16034
23035,"ED50 / UTM zone 35N",4400,4230,16035
23036,"ED50 / UTM zone 36N",4400,4230,16036
23037,"ED50 / UTM zone 37N",4400,4230,16037
23038,"ED50 / UTM zone 38N",4400,4230,16038
23090,"ED50 / TM 0 N",4400,4230,16400
23095,"ED50 / TM 5 NE",4400,4230,16405
23239,"Fahud / UTM zone 39N",4400,4232,16039
23240,"Fahud / UTM zone 40N",4400,4232,16040
23301,"NAD83(2011) / ICS83-Freeport (ftUS)",1053,6318,11264
23302,"NAD83(2011) / ICS83-Rockford (ftUS)",1053,6318,11265
23303,"NAD83(2011) / ICS83-Aurora (ftUS)",1053,6318,11233
23304,"NAD83(2011) / ICS83-Chicago (ftUS)",1053,6318,11234
23305,"NAD83(2011) / ICS83-Moline (ftUS)",1053,6318,11235
23306,"NAD83(2011) / ICS83-Sterling (ftUS)",1053,6318,11236
23307,"NAD83(2011) / ICS83-Ottawa (ftUS)",1053,6318,11237
23308,"NAD83(2011) / ICS83-Joliet (ftUS)",1053,6318,11238
23309,"NAD83(2011) / ICS83-Monmouth (ftUS)",1053,6318,11239
23310,"NAD83(2011) / ICS83-Galesburg (ftUS)",1053,6318,11240
23311,"NAD83(2011) / ICS83-Peoria (ftUS)",1053,6318,11241
23312,"NAD83(2011) / ICS83-Eureka (ftUS)",1053,6318,11242
23313,"NAD83(2011) / ICS83-Bloomington (ftUS)",1053,6318,11243
23314,"NAD83(2011) / ICS83-Pontiac (ftUS)",1053,6318,11244
23315,"NAD83(2011) / ICS83-Watseka (ftUS)",1053,6318,11245
23316,"NAD83(2011) / ICS83-Quincy (ftUS)",1053,6318,11246
23317,"NAD83(2011) / ICS83-Macomb (ftUS)",1053,6318,11247
23318,"NAD83(2011) / ICS83-Lincoln (ftUS)",1053,6318,11248
23319,"NAD83(2011) / ICS83-Decatur (ftUS)",1053,6318,11249
23320,"NAD83(2011) / ICS83-Champaign (ftUS)",1053,6318,11250
23321,"NAD83(2011) / ICS83-Jacksonville (ftUS)",1053,6318,11251
23322,"NAD83(2011) / ICS83-Springfield (ftUS)",1053,6318,11252
23323,"NAD83(2011) / ICS83-Charleston (ftUS)",1053,6318,11253
23324,"NAD83(2011) / ICS83-Jerseyville (ftUS)",1053,6318,11254
23325,"NAD83(2011) / ICS83-Carlinville (ftUS)",1053,6318,11255
23326,"NAD83(2011) / ICS83-Taylorville (ftUS)",1053,6318,11256
23327,"NAD83(2011) / ICS83-Effingham (ftUS)",1053,6318,11257
23328,"NAD83(2011) / ICS83-Robinson (ftUS)",1053,6318,11258
23329,"NAD83(2011) / ICS83-Belleville (ftUS)",1053,6318,11259
23330,"NAD83(2011) / ICS83-Mount Vernon (ftUS)",1053,6318,11260
23331,"NAD83(2011) / ICS83-Olney (ftUS)",1053,6318,11261
23332,"NAD83(2011) / ICS83-Carbondale (ftUS)",1053,6318,11262
23333,"NAD83(2011) / ICS83-Metropolis (ftUS)",1053,6318,11263
23700,"HD72 / EOV",4498,4237,19931
23830,"DGN95 / Indonesia TM-3 zone 46.2",4499,4755,17432
23831,"DGN95 / Indonesia TM-3 zone 47.1",4499,4755,17433
23832,"DGN95 / Indonesia TM-3 zone 47.2",4499,4755,17434
23833,"DGN95 / Indonesia TM-3 zone 48.1",4499,4755,17435
23834,"DGN95 / Indonesia TM-3 zone 48.2",4499,4755,17436
23835,"DGN95 / Indonesia TM-3 zone 49.1",4499,4755,17437
23836,"DGN95 / Indonesia TM-3 zone 49.2",4499,4755,17438
23837,"DGN95 / Indonesia TM-3 zone 50.1",4499,4755,17439
23838,"DGN95 / Indonesia TM-3 zone 50.2",4499,4755,17440
23839,"DGN95 / Indonesia TM-3 zone 51.1",4499,4755,17441
23840,"DGN95 / Indonesia TM-3 zone 51.2",4499,4755,17442
23841,"DGN95 / Indonesia TM-3 zone 52.1",4499,4755,17443
23842,"DGN95 / Indonesia TM-3 zone 52.2",4499,4755,17444
23843,"DGN95 / Indonesia TM-3 zone 53.1",4499,4755,17445
23844,"DGN95 / Indonesia TM-3 zone 53.2",4499,4755,17446
23845,"DGN95 / Indonesia TM-3 zone 54.1",4499,4755,17447
23846,"ID74 / UTM zone 46N",4400,4238,16046
23847,"ID74 / UTM zone 47N",4400,4238,16047
23848,"ID74 / UTM zone 48N",4400,4238,16048
23849,"ID74 / UTM zone 49N",4400,4238,16049
23850,"ID74 / UTM zone 50N",4400,4238,16050
23851,"ID74 / UTM zone 51N",4400,4238,16051
23852,"ID74 / UTM zone 52N",4400,4238,16052
23866,"DGN95 / UTM zone 46N",4400,4755,16046
23867,"DGN95 / UTM zone 47N",4400,4755,16047
23868,"DGN95 / UTM zone 48N",4400,4755,16048
23869,"DGN95 / UTM zone 49N",4400,4755,16049
23870,"DGN95 / UTM zone 50N",4400,4755,16050
23871,"DGN95 / UTM zone 51N",4400,4755,16051
23872,"DGN95 / UTM zone 52N",4400,4755,16052
